,State and District,CDID,Median Age,White,Black,AI/AN,Asian,PI,Other,Two Plus,Emp-LF Ratio,High School,Bachelor,Advanced,% households w/ married couples,% households w/ seniors,% poverty,district_x,colid,year,state,state_po,state_fips,state_cen,state_ic,office,district_y,stage,runoff,special,candidate,party,writein,mode,candidatevotes,totalvotes,unofficial,version,fusion_ticket,percent votes,party_democrat,party_republican,inc_democrat,inc_republican,winner
1022,Congressional District 3 (115th Congress),TX,0.3284132841328411,0.6748166259168704,0.13587786259541984,0.017241379310344827,14.7,0.00819672131147541,0.04357298474945534,0.09230769230769231,0.8179012345679009,0.9458823529411764,0.7053291536050158,0.5606557377049181,60.8,0.24305555555555564,0.07374631268436577,3,TX3,2018,TEXAS,TX,48,74,49,US HOUSE,3,GEN,,False,LORIE BURCH,DEMOCRAT,False,TOTAL,138234,312511,False,20220331,False,0.44233322987030854,1,0,0,1,0
1023,Congressional District 3 (115th Congress),TX,0.3284132841328411,0.6748166259168704,0.13587786259541984,0.017241379310344827,14.7,0.00819672131147541,0.04357298474945534,0.09230769230769231,0.8179012345679009,0.9458823529411764,0.7053291536050158,0.5606557377049181,60.8,0.24305555555555564,0.07374631268436577,3,TX3,2018,TEXAS,TX,48,74,49,US HOUSE,3,GEN,,False,VAN TAYLOR,REPUBLICAN,False,TOTAL,169520,312511,False,20220331,False,0.5424449059393109,0,1,0,1,1
1024,Congressional District 4 (115th Congress),TX,0.37269372693726943,0.8141809290953546,0.15267175572519084,0.02586206896551724,1.1,0.00819672131147541,0.0784313725490196,0.06923076923076923,0.5401234567901232,0.7647058823529411,0.20219435736677122,0.15081967213114755,48.8,0.3888888888888889,0.3126843657817109,4,TX4,2018,TEXAS,TX,48,74,49,US HOUSE,4,GEN,,False,CATHERINE KRANTZ,DEMOCRAT,False,TOTAL,57400,249245,False,20220331,False,0.23029549238700878,1,0,0,1,0
1025,Congressional District 4 (115th Congress),TX,0.37269372693726943,0.8141809290953546,0.15267175572519084,0.02586206896551724,1.1,0.00819672131147541,0.0784313725490196,0.06923076923076923,0.5401234567901232,0.7647058823529411,0.20219435736677122,0.15081967213114755,48.8,0.3888888888888889,0.3126843657817109,4,TX4,2018,TEXAS,TX,48,74,49,US HOUSE,4,GEN,,False,JOHN RATCLIFFE,REPUBLICAN,False,TOTAL,188667,249245,False,20220331,False,0.7569540010832715,0,1,0,1,1
1026,Congressional District 4 (115th Congress),TX,0.37269372693726943,0.8141809290953546,0.15267175572519084,0.02586206896551724,1.1,0.00819672131147541,0.0784313725490196,0.06923076923076923,0.5401234567901232,0.7647058823529411,0.20219435736677122,0.15081967213114755,48.8,0.3888888888888889,0.3126843657817109,4,TX4,2018,TEXAS,TX,48,74,49,US HOUSE,4,GEN,,False,KEN ASHBY,LIBERTARIAN,False,TOTAL,3178,249245,False,20220331,False,0.012750506529719754,0,0,0,1,0
1027,Congressional District 5 (115th Congress),TX,0.2841328413284132,0.7420537897310513,0.22290076335877862,0.017241379310344827,2.1,0.00819672131147541,0.09586056644880174,0.057692307692307696,0.5462962962962961,0.6235294117647059,0.18808777429467088,0.14754098360655737,30.7,0.23958333333333343,0.3569321533923303,5,TX5,2018,TEXAS,TX,48,74,49,US HOUSE,5,GEN,,False,DAN WOOD,DEMOCRAT,False,TOTAL,78666,209507,False,20220331,False,0.3754814874920647,1,0,0,1,0
1028,Congressional District 5 (115th Congress),TX,0.2841328413284132,0.7420537897310513,0.22290076335877862,0.017241379310344827,2.1,0.00819672131147541,0.09586056644880174,0.057692307692307696,0.5462962962962961,0.6235294117647059,0.18808777429467088,0.14754098360655737,30.7,0.23958333333333343,0.3569321533923303,5,TX5,2018,TEXAS,TX,48,74,49,US HOUSE,5,GEN,,False,LANCE GOODEN,REPUBLICAN,False,TOTAL,130617,209507,False,20220331,False,0.6234493358217148,0,1,0,1,1
1029,Congressional District 6 (115th Congress),TX,0.25461254612546114,0.6332518337408313,0.30534351145038163,0.021551724137931032,4.7,0.01639344262295082,0.08714596949891068,0.09615384615384615,0.7253086419753083,0.8047058823529412,0.33385579937304083,0.2327868852459017,51.4,0.23958333333333343,0.22123893805309733,6,TX6,2018,TEXAS,TX,48,74,49,US HOUSE,6,GEN,,False,JANA LYNNE SANCHEZ,DEMOCRAT,False,TOTAL,116350,256042,False,20220331,False,0.45441763460682233,1,0,0,1,0
1030,Congressional District 6 (115th Congress),TX,0.25461254612546114,0.6332518337408313,0.30534351145038163,0.021551724137931032,4.7,0.01639344262295082,0.08714596949891068,0.09615384615384615,0.7253086419753083,0.8047058823529412,0.33385579937304083,0.2327868852459017,51.4,0.23958333333333343,0.22123893805309733,6,TX6,2018,TEXAS,TX,48,74,49,US HOUSE,6,GEN,,False,JASON ALLEN HARBER,LIBERTARIAN,False,TOTAL,3731,256042,False,20220331,False,0.014571828059458995,0,0,0,1,0
1031,Congressional District 6 (115th Congress),TX,0.25461254612546114,0.6332518337408313,0.30534351145038163,0.021551724137931032,4.7,0.01639344262295082,0.08714596949891068,0.09615384615384615,0.7253086419753083,0.8047058823529412,0.33385579937304083,0.2327868852459017,51.4,0.23958333333333343,0.22123893805309733,6,TX6,2018,TEXAS,TX,48,74,49,US HOUSE,6,GEN,,False,RON WRIGHT,REPUBLICAN,False,TOTAL,135961,256042,False,20220331,False,0.5310105373337187,0,1,0,1,1
1032,Congressional District 7 (115th Congress),TX,0.22509225092250928,0.6491442542787287,0.1984732824427481,0.008620689655172414,10.8,0.0,0.10457516339869281,0.07307692307692308,0.7530864197530864,0.8352941176470585,0.6426332288401255,0.5803278688524591,52,0.46875000000000006,0.2330383480825958,7,TX7,2018,TEXAS,TX,48,74,49,US HOUSE,7,GEN,,False,JOHN CULBERSON,REPUBLICAN,False,TOTAL,115642,243601,False,20220331,False,0.4747189050948067,0,1,0,1,0
1033,Congressional District 7 (115th Congress),TX,0.22509225092250928,0.6491442542787287,0.1984732824427481,0.008620689655172414,10.8,0.0,0.10457516339869281,0.07307692307692308,0.7530864197530864,0.8352941176470585,0.6426332288401255,0.5803278688524591,52,0.46875000000000006,0.2330383480825958,7,TX7,2018,TEXAS,TX,48,74,49,US HOUSE,7,GEN,,False,LIZZIE PANNILL FLETCHER,DEMOCRAT,False,TOTAL,127959,243601,False,20220331,False,0.5252810949051934,1,0,0,1,1
1034,Congressional District 8 (115th Congress),TX,0.3210332103321034,0.8288508557457213,0.12213740458015268,0.012931034482758622,2.8,0.00819672131147541,0.06753812636165576,0.06153846153846154,0.4999999999999998,0.7788235294117647,0.34012539184952983,0.24590163934426235,54.2,0.23958333333333343,0.22713864306784656,8,TX8,2018,TEXAS,TX,48,74,49,US HOUSE,8,GEN,,False,CHRIS DUNCAN,LIBERTARIAN,False,TOTAL,4621,273170,False,20220331,False,0.016916206025551855,0,0,0,1,0
1035,Congressional District 8 (115th Congress),TX,0.3210332103321034,0.8288508557457213,0.12213740458015268,0.012931034482758622,2.8,0.00819672131147541,0.06753812636165576,0.06153846153846154,0.4999999999999998,0.7788235294117647,0.34012539184952983,0.24590163934426235,54.2,0.23958333333333343,0.22713864306784656,8,TX8,2018,TEXAS,TX,48,74,49,US HOUSE,8,GEN,,False,KEVIN BRADY,REPUBLICAN,False,TOTAL,200619,273170,False,20220331,False,0.7344108064575173,0,1,0,1,1
1036,Congressional District 8 (115th Congress),TX,0.3210332103321034,0.8288508557457213,0.12213740458015268,0.012931034482758622,2.8,0.00819672131147541,0.06753812636165576,0.06153846153846154,0.4999999999999998,0.7788235294117647,0.34012539184952983,0.24590163934426235,54.2,0.23958333333333343,0.22713864306784656,8,TX8,2018,TEXAS,TX,48,74,49,US HOUSE,8,GEN,,False,STEVEN DAVID,DEMOCRAT,False,TOTAL,67930,273170,False,20220331,False,0.24867298751693084,1,0,0,1,0
1037,Congressional District 9 (115th Congress),TX,0.16605166051660514,0.2750611246943765,0.5709923664122136,0.004310344827586208,11.7,0.00819672131147541,0.2374727668845316,0.038461538461538464,0.6327160493827158,0.5623529411764703,0.268025078369906,0.21311475409836067,55.5,0.010416666666666685,0.48377581120943947,9,TX9,2018,TEXAS,TX,48,74,49,US HOUSE,9,GEN,,False,AL GREEN,DEMOCRAT,False,TOTAL,136256,153001,False,20220331,False,0.8905562708740465,1,0,1,0,1
1038,Congressional District 9 (115th Congress),TX,0.16605166051660514,0.2750611246943765,0.5709923664122136,0.004310344827586208,11.7,0.00819672131147541,0.2374727668845316,0.038461538461538464,0.6327160493827158,0.5623529411764703,0.268025078369906,0.21311475409836067,55.5,0.010416666666666685,0.48377581120943947,9,TX9,2018,TEXAS,TX,48,74,49,US HOUSE,9,GEN,,False,BENJAMIN HERNANDEZ,INDEPENDENT,False,TOTAL,5774,153001,False,20220331,False,0.037738315435846825,0,0,1,0,0
1039,Congressional District 9 (115th Congress),TX,0.16605166051660514,0.2750611246943765,0.5709923664122136,0.004310344827586208,11.7,0.00819672131147541,0.2374727668845316,0.038461538461538464,0.6327160493827158,0.5623529411764703,0.268025078369906,0.21311475409836067,55.5,0.010416666666666685,0.48377581120943947,9,TX9,2018,TEXAS,TX,48,74,49,US HOUSE,9,GEN,,False,KESHA ROGERS,INDEPENDENT,False,TOTAL,5031,153001,False,20220331,False,0.03288213802524167,0,0,1,0,0
1040,Congressional District 9 (115th Congress),TX,0.16605166051660514,0.2750611246943765,0.5709923664122136,0.004310344827586208,11.7,0.00819672131147541,0.2374727668845316,0.038461538461538464,0.6327160493827158,0.5623529411764703,0.268025078369906,0.21311475409836067,55.5,0.010416666666666685,0.48377581120943947,9,TX9,2018,TEXAS,TX,48,74,49,US HOUSE,9,GEN,,False,PHIL KURTZ,LIBERTARIAN,False,TOTAL,5940,153001,False,20220331,False,0.03882327566486494,0,0,1,0,0
1041,Congressional District 10 (115th Congress),TX,0.2509225092250924,0.7237163814180929,0.16030534351145037,0.012931034482758622,5.6,0.0,0.1328976034858388,0.07692307692307693,0.7438271604938274,0.8164705882352941,0.4764890282131662,0.3540983606557377,57.5,0.37500000000000006,0.17699115044247785,10,TX10,2018,TEXAS,TX,48,74,49,US HOUSE,10,GEN,,False,MICHAEL T MCCAUL,REPUBLICAN,False,TOTAL,157166,307827,False,20220331,False,0.5105659997336166,0,1,0,1,1
1042,Congressional District 10 (115th Congress),TX,0.2509225092250924,0.7237163814180929,0.16030534351145037,0.012931034482758622,5.6,0.0,0.1328976034858388,0.07692307692307693,0.7438271604938274,0.8164705882352941,0.4764890282131662,0.3540983606557377,57.5,0.37500000000000006,0.17699115044247785,10,TX10,2018,TEXAS,TX,48,74,49,US HOUSE,10,GEN,,False,MIKE RYAN,LIBERTARIAN,False,TOTAL,6627,307827,False,20220331,False,0.02152832597530431,0,0,0,1,0
1043,Congressional District 10 (115th Congress),TX,0.2509225092250924,0.7237163814180929,0.16030534351145037,0.012931034482758622,5.6,0.0,0.1328976034858388,0.07692307692307693,0.7438271604938274,0.8164705882352941,0.4764890282131662,0.3540983606557377,57.5,0.37500000000000006,0.17699115044247785,10,TX10,2018,TEXAS,TX,48,74,49,US HOUSE,10,GEN,,False,MIKE SIEGEL,DEMOCRAT,False,TOTAL,144034,307827,False,20220331,False,0.4679056742910791,1,0,0,1,0
1044,Congressional District 11 (115th Congress),TX,0.2509225092250924,0.8789731051344745,0.051908396946564885,0.017241379310344827,1.1,0.0,0.11764705882352941,0.05384615384615385,0.5987654320987652,0.661176470588235,0.19592476489028215,0.12459016393442625,53.8,0.36805555555555564,0.25958702064896755,11,TX11,2018,TEXAS,TX,48,74,49,US HOUSE,11,GEN,,False,JENNIE LOU LEEDER,DEMOCRAT,False,TOTAL,40631,220377,False,20220331,False,0.1843704197806486,1,0,0,1,0
1045,Congressional District 11 (115th Congress),TX,0.2509225092250924,0.8789731051344745,0.051908396946564885,0.017241379310344827,1.1,0.0,0.11764705882352941,0.05384615384615385,0.5987654320987652,0.661176470588235,0.19592476489028215,0.12459016393442625,53.8,0.36805555555555564,0.25958702064896755,11,TX11,2018,TEXAS,TX,48,74,49,US HOUSE,11,GEN,,False,MIKE CONAWAY,REPUBLICAN,False,TOTAL,176603,220377,False,20220331,False,0.8013676563343725,0,1,0,1,1
1046,Congressional District 11 (115th Congress),TX,0.2509225092250924,0.8789731051344745,0.051908396946564885,0.017241379310344827,1.1,0.0,0.11764705882352941,0.05384615384615385,0.5987654320987652,0.661176470588235,0.19592476489028215,0.12459016393442625,53.8,0.36805555555555564,0.25958702064896755,11,TX11,2018,TEXAS,TX,48,74,49,US HOUSE,11,GEN,,False,RHETT ROSENQUEST SMITH,LIBERTARIAN,False,TOTAL,3143,220377,False,20220331,False,0.014261923884978923,0,0,0,1,0
1047,Congressional District 12 (115th Congress),TX,0.24723247232472323,0.7909535452322738,0.12366412213740458,0.017241379310344827,3.4,0.00819672131147541,0.10239651416122006,0.08461538461538462,0.7006172839506173,0.8141176470588234,0.35893416927899696,0.25901639344262295,53.8,0.17708333333333343,0.20648967551622419,12,TX12,2018,TEXAS,TX,48,74,49,US HOUSE,12,GEN,,False,JACOB LEDDY,LIBERTARIAN,False,TOTAL,4940,268491,False,20220331,False,0.018399126972598708,0,0,0,1,0
1048,Congressional District 12 (115th Congress),TX,0.24723247232472323,0.7909535452322738,0.12366412213740458,0.017241379310344827,3.4,0.00819672131147541,0.10239651416122006,0.08461538461538462,0.7006172839506173,0.8141176470588234,0.35893416927899696,0.25901639344262295,53.8,0.17708333333333343,0.20648967551622419,12,TX12,2018,TEXAS,TX,48,74,49,US HOUSE,12,GEN,,False,KAY GRANGER,REPUBLICAN,False,TOTAL,172557,268491,False,20220331,False,0.6426919338078372,0,1,0,1,1
1049,Congressional District 12 (115th Congress),TX,0.24723247232472323,0.7909535452322738,0.12366412213740458,0.017241379310344827,3.4,0.00819672131147541,0.10239651416122006,0.08461538461538462,0.7006172839506173,0.8141176470588234,0.35893416927899696,0.25901639344262295,53.8,0.17708333333333343,0.20648967551622419,12,TX12,2018,TEXAS,TX,48,74,49,US HOUSE,12,GEN,,False,VANESSA ADIA,DEMOCRAT,False,TOTAL,90994,268491,False,20220331,False,0.33890893921956416,1,0,0,1,0
1050,Congressional District 13 (115th Congress),TX,0.2878228782287824,0.8606356968215159,0.07633587786259542,0.030172413793103453,2,0.00819672131147541,0.06535947712418301,0.09230769230769231,0.595679012345679,0.696470588235294,0.18808777429467088,0.12459016393442625,46,0.11805555555555564,0.33628318584070793,13,TX13,2018,TEXAS,TX,48,74,49,US HOUSE,13,GEN,,False,CALVIN DEWEESE,LIBERTARIAN,False,TOTAL,3175,207285,False,20220331,False,0.015317075524036954,0,0,0,1,0
1051,Congressional District 13 (115th Congress),TX,0.2878228782287824,0.8606356968215159,0.07633587786259542,0.030172413793103453,2,0.00819672131147541,0.06535947712418301,0.09230769230769231,0.595679012345679,0.696470588235294,0.18808777429467088,0.12459016393442625,46,0.11805555555555564,0.33628318584070793,13,TX13,2018,TEXAS,TX,48,74,49,US HOUSE,13,GEN,,False,GREG SAGAN,DEMOCRAT,False,TOTAL,35083,207285,False,20220331,False,0.16925006633379164,1,0,0,1,0
1052,Congressional District 13 (115th Congress),TX,0.2878228782287824,0.8606356968215159,0.07633587786259542,0.030172413793103453,2,0.00819672131147541,0.06535947712418301,0.09230769230769231,0.595679012345679,0.696470588235294,0.18808777429467088,0.12459016393442625,46,0.11805555555555564,0.33628318584070793,13,TX13,2018,TEXAS,TX,48,74,49,US HOUSE,13,GEN,,False,MAC THORNBERRY,REPUBLICAN,False,TOTAL,169027,207285,False,20220331,False,0.8154328581421714,0,1,0,1,1
1053,Congressional District 14 (115th Congress),TX,0.3136531365313653,0.69559902200489,0.2977099236641221,0.017241379310344827,3.1,0.0,0.054466230936819175,0.05384615384615385,0.47839506172839474,0.7458823529411767,0.23667711598746088,0.1737704918032787,57.3,0.3576388888888889,0.33333333333333326,14,TX14,2018,TEXAS,TX,48,74,49,US HOUSE,14,GEN,,False,ADRIENNE BELL,DEMOCRAT,False,TOTAL,92212,234528,False,20220331,False,0.3931811979806249,1,0,0,1,0
1054,Congressional District 14 (115th Congress),TX,0.3136531365313653,0.69559902200489,0.2977099236641221,0.017241379310344827,3.1,0.0,0.054466230936819175,0.05384615384615385,0.47839506172839474,0.7458823529411767,0.23667711598746088,0.1737704918032787,57.3,0.3576388888888889,0.33333333333333326,14,TX14,2018,TEXAS,TX,48,74,49,US HOUSE,14,GEN,,False,DON E CONLEY III,LIBERTARIAN,False,TOTAL,3374,234528,False,20220331,False,0.014386341929321872,0,0,0,1,0
1055,Congressional District 14 (115th Congress),TX,0.3136531365313653,0.69559902200489,0.2977099236641221,0.017241379310344827,3.1,0.0,0.054466230936819175,0.05384615384615385,0.47839506172839474,0.7458823529411767,0.23667711598746088,0.1737704918032787,57.3,0.3576388888888889,0.33333333333333326,14,TX14,2018,TEXAS,TX,48,74,49,US HOUSE,14,GEN,,False,RANDY WEBER,REPUBLICAN,False,TOTAL,138942,234528,False,20220331,False,0.5924324600900532,0,1,0,1,1
1056,Congressional District 15 (115th Congress),TX,0.10332103321033204,0.8581907090464549,0.022900763358778626,0.008620689655172414,1.1,0.0,0.22004357298474947,0.026923076923076925,0.4074074074074072,0.3717647058823528,0.17398119122257055,0.10819672131147541,40.3,0.02430555555555558,0.6902654867256636,15,TX15,2018,TEXAS,TX,48,74,49,US HOUSE,15,GEN,,False,ANTHONY CRISTO,LIBERTARIAN,False,TOTAL,2607,164802,False,20220331,False,0.015818982779335203,0,0,1,0,0
1057,Congressional District 15 (115th Congress),TX,0.10332103321033204,0.8581907090464549,0.022900763358778626,0.008620689655172414,1.1,0.0,0.22004357298474947,0.026923076923076925,0.4074074074074072,0.3717647058823528,0.17398119122257055,0.10819672131147541,40.3,0.02430555555555558,0.6902654867256636,15,TX15,2018,TEXAS,TX,48,74,49,US HOUSE,15,GEN,,False,TIM WESTLEY,REPUBLICAN,False,TOTAL,63862,164802,False,20220331,False,0.3875074331622189,0,1,1,0,0
1058,Congressional District 15 (115th Congress),TX,0.10332103321033204,0.8581907090464549,0.022900763358778626,0.008620689655172414,1.1,0.0,0.22004357298474947,0.026923076923076925,0.4074074074074072,0.3717647058823528,0.17398119122257055,0.10819672131147541,40.3,0.02430555555555558,0.6902654867256636,15,TX15,2018,TEXAS,TX,48,74,49,US HOUSE,15,GEN,,False,VICENTE GONZALEZ,DEMOCRAT,False,TOTAL,98333,164802,False,20220331,False,0.5966735840584458,1,0,1,0,1
1059,Congressional District 16 (115th Congress),TX,0.16236162361623596,0.815403422982885,0.05343511450381679,0.021551724137931032,1.3,0.00819672131147541,0.21786492374727667,0.06538461538461539,0.4876543209876545,0.5976470588235292,0.24764890282131669,0.17704918032786887,54,0.03819444444444453,0.47492625368731545,16,TX16,2018,TEXAS,TX,48,74,49,US HOUSE,16,GEN,,False,BEN MENDOZA,INDEPENDENT,False,TOTAL,8147,181754,False,20220331,False,0.04482432298601406,0,0,1,0,0
1060,Congressional District 16 (115th Congress),TX,0.16236162361623596,0.815403422982885,0.05343511450381679,0.021551724137931032,1.3,0.00819672131147541,0.21786492374727667,0.06538461538461539,0.4876543209876545,0.5976470588235292,0.24764890282131669,0.17704918032786887,54,0.03819444444444453,0.47492625368731545,16,TX16,2018,TEXAS,TX,48,74,49,US HOUSE,16,GEN,,False,RICK SEEBERGER,REPUBLICAN,False,TOTAL,49127,181754,False,20220331,False,0.2702939137515543,0,1,1,0,0
1061,Congressional District 16 (115th Congress),TX,0.16236162361623596,0.815403422982885,0.05343511450381679,0.021551724137931032,1.3,0.00819672131147541,0.21786492374727667,0.06538461538461539,0.4876543209876545,0.5976470588235292,0.24764890282131669,0.17704918032786887,54,0.03819444444444453,0.47492625368731545,16,TX16,2018,TEXAS,TX,48,74,49,US HOUSE,16,GEN,,False,VERONICA ESCOBAR,DEMOCRAT,False,TOTAL,124437,181754,False,20220331,False,0.6846451797484512,1,0,1,0,1
1062,Congressional District 17 (115th Congress),TX,0.17712177121771222,0.7322738386308069,0.19389312977099235,0.017241379310344827,4.8,0.0,0.0849673202614379,0.07692307692307693,0.5895061728395061,0.7505882352941176,0.3369905956112853,0.27868852459016397,53.6,0.49652777777777785,0.4159292035398229,17,TX17,2018,TEXAS,TX,48,74,49,US HOUSE,17,GEN,,False,BILL FLORES,REPUBLICAN,False,TOTAL,134841,237351,False,20220331,False,0.5681079919612726,0,1,0,1,1
1063,Congressional District 17 (115th Congress),TX,0.17712177121771222,0.7322738386308069,0.19389312977099235,0.017241379310344827,4.8,0.0,0.0849673202614379,0.07692307692307693,0.5895061728395061,0.7505882352941176,0.3369905956112853,0.27868852459016397,53.6,0.49652777777777785,0.4159292035398229,17,TX17,2018,TEXAS,TX,48,74,49,US HOUSE,17,GEN,,False,PETER CHURCHMAN,LIBERTARIAN,False,TOTAL,4440,237351,False,20220331,False,0.01870647269234172,0,0,0,1,0
1064,Congressional District 17 (115th Congress),TX,0.17712177121771222,0.7322738386308069,0.19389312977099235,0.017241379310344827,4.8,0.0,0.0849673202614379,0.07692307692307693,0.5895061728395061,0.7505882352941176,0.3369905956112853,0.27868852459016397,53.6,0.49652777777777785,0.4159292035398229,17,TX17,2018,TEXAS,TX,48,74,49,US HOUSE,17,GEN,,False,RICK KENNEDY,DEMOCRAT,False,TOTAL,98070,237351,False,20220331,False,0.41318553534638575,1,0,0,1,0
1065,Congressional District 18 (115th Congress),TX,0.14760147601476015,0.3997555012224938,0.564885496183206,0.008620689655172414,3.7,0.00819672131147541,0.1917211328976035,0.046153846153846156,0.5308641975308641,0.5341176470588236,0.21316614420062702,0.18360655737704917,52.8,0.20486111111111122,0.542772861356932,18,TX18,2018,TEXAS,TX,48,74,49,US HOUSE,18,GEN,,False,AVA REYNERO PATE,REPUBLICAN,False,TOTAL,38368,184332,False,20220331,False,0.20814617103921185,0,1,1,0,0
1066,Congressional District 18 (115th Congress),TX,0.14760147601476015,0.3997555012224938,0.564885496183206,0.008620689655172414,3.7,0.00819672131147541,0.1917211328976035,0.046153846153846156,0.5308641975308641,0.5341176470588236,0.21316614420062702,0.18360655737704917,52.8,0.20486111111111122,0.542772861356932,18,TX18,2018,TEXAS,TX,48,74,49,US HOUSE,18,GEN,,False,LUKE SPENCER,LIBERTARIAN,False,TOTAL,4067,184332,False,20220331,False,0.022063450730204198,0,0,1,0,0
1067,Congressional District 18 (115th Congress),TX,0.14760147601476015,0.3997555012224938,0.564885496183206,0.008620689655172414,3.7,0.00819672131147541,0.1917211328976035,0.046153846153846156,0.5308641975308641,0.5341176470588236,0.21316614420062702,0.18360655737704917,52.8,0.20486111111111122,0.542772861356932,18,TX18,2018,TEXAS,TX,48,74,49,US HOUSE,18,GEN,,False,SHEILA JACKSON LEE,DEMOCRAT,False,TOTAL,138704,184332,False,20220331,False,0.7524683722847905,1,0,1,0,1
1068,Congressional District 18 (115th Congress),TX,0.14760147601476015,0.3997555012224938,0.564885496183206,0.008620689655172414,3.7,0.00819672131147541,0.1917211328976035,0.046153846153846156,0.5308641975308641,0.5341176470588236,0.21316614420062702,0.18360655737704917,52.8,0.20486111111111122,0.542772861356932,18,TX18,2018,TEXAS,TX,48,74,49,US HOUSE,18,GEN,,False,VINCE DUNCAN,INDEPENDENT,False,TOTAL,3193,184332,False,20220331,False,0.01732200594579346,0,0,1,0,0
1069,Congressional District 19 (115th Congress),TX,0.17343173431734327,0.830073349633252,0.08854961832061069,0.030172413793103453,1.4,0.00819672131147541,0.12854030501089325,0.07307692307692308,0.537037037037037,0.6541176470588235,0.21473354231974923,0.17049180327868857,52.4,0.4166666666666667,0.38348082595870203,19,TX19,2018,TEXAS,TX,48,74,49,US HOUSE,19,GEN,,False,JODEY ARRINGTON,REPUBLICAN,False,TOTAL,151946,201985,False,20220331,False,0.7522637819640072,0,1,0,1,1
1070,Congressional District 19 (115th Congress),TX,0.17343173431734327,0.830073349633252,0.08854961832061069,0.030172413793103453,1.4,0.00819672131147541,0.12854030501089325,0.07307692307692308,0.537037037037037,0.6541176470588235,0.21473354231974923,0.17049180327868857,52.4,0.4166666666666667,0.38348082595870203,19,TX19,2018,TEXAS,TX,48,74,49,US HOUSE,19,GEN,,False,MIGUEL LEVARIO,DEMOCRAT,False,TOTAL,50039,201985,False,20220331,False,0.24773621803599277,1,0,0,1,0
1071,Congressional District 20 (115th Congress),TX,0.1328413284132841,0.8202933985330074,0.0748091603053435,0.02586206896551724,3.2,0.01639344262295082,0.12636165577342048,0.07692307692307693,0.5864197530864195,0.651764705882353,0.24921630094043895,0.1967213114754099,55.7,0.2986111111111112,0.4159292035398229,20,TX20,2018,TEXAS,TX,48,74,49,US HOUSE,20,GEN,,False,JEFFREY BLUNT,LIBERTARIAN,False,TOTAL,32925,171963,False,20220331,False,0.191465605973378,0,0,1,0,0
1072,Congressional District 20 (115th Congress),TX,0.1328413284132841,0.8202933985330074,0.0748091603053435,0.02586206896551724,3.2,0.01639344262295082,0.12636165577342048,0.07692307692307693,0.5864197530864195,0.651764705882353,0.24921630094043895,0.1967213114754099,55.7,0.2986111111111112,0.4159292035398229,20,TX20,2018,TEXAS,TX,48,74,49,US HOUSE,20,GEN,,False,JOAQUIN CASTRO,DEMOCRAT,False,TOTAL,139038,171963,False,20220331,False,0.808534394026622,1,0,1,0,1
1073,Congressional District 21 (115th Congress),TX,0.3468634686346863,0.8777506112469438,0.04885496183206107,0.017241379310344827,3.5,0.00819672131147541,0.05664488017429194,0.08461538461538462,0.7469135802469136,0.9247058823529408,0.5830721003134797,0.4754098360655738,56.1,0.43750000000000006,0.20648967551622419,21,TX21,2018,TEXAS,TX,48,74,49,US HOUSE,21,GEN,,False,CHIP ROY,REPUBLICAN,False,TOTAL,177654,353617,False,20220331,False,0.5023910049573409,0,1,0,1,1
1074,Congressional District 21 (115th Congress),TX,0.3468634686346863,0.8777506112469438,0.04885496183206107,0.017241379310344827,3.5,0.00819672131147541,0.05664488017429194,0.08461538461538462,0.7469135802469136,0.9247058823529408,0.5830721003134797,0.4754098360655738,56.1,0.43750000000000006,0.20648967551622419,21,TX21,2018,TEXAS,TX,48,74,49,US HOUSE,21,GEN,,False,JOSEPH KOPSER,DEMOCRAT,False,TOTAL,168421,353617,False,20220331,False,0.476280834914611,1,0,0,1,0
1075,Congressional District 21 (115th Congress),TX,0.3468634686346863,0.8777506112469438,0.04885496183206107,0.017241379310344827,3.5,0.00819672131147541,0.05664488017429194,0.08461538461538462,0.7469135802469136,0.9247058823529408,0.5830721003134797,0.4754098360655738,56.1,0.43750000000000006,0.20648967551622419,21,TX21,2018,TEXAS,TX,48,74,49,US HOUSE,21,GEN,,False,LEE SANTOS,LIBERTARIAN,False,TOTAL,7542,353617,False,20220331,False,0.021328160128048144,0,0,0,1,0
1076,Congressional District 22 (115th Congress),TX,0.28044280442804426,0.5696821515892421,0.19999999999999998,0.012931034482758622,17.9,0.0,0.08061002178649238,0.07692307692307693,0.6882716049382716,0.8682352941176465,0.5799373040752352,0.4885245901639344,50.8,0.3784722222222224,0.10324483775811208,22,TX22,2018,TEXAS,TX,48,74,49,US HOUSE,22,GEN,,False,JOHN B MCELLIGOTT,LIBERTARIAN,False,TOTAL,3261,297405,False,20220331,False,0.010964845917183639,0,0,0,1,0
1077,Congressional District 22 (115th Congress),TX,0.28044280442804426,0.5696821515892421,0.19999999999999998,0.012931034482758622,17.9,0.0,0.08061002178649238,0.07692307692307693,0.6882716049382716,0.8682352941176465,0.5799373040752352,0.4885245901639344,50.8,0.3784722222222224,0.10324483775811208,22,TX22,2018,TEXAS,TX,48,74,49,US HOUSE,22,GEN,,False,KELLEN SWENY,INDEPENDENT,False,TOTAL,3241,297405,False,20220331,False,0.010897597552159513,0,0,0,1,0
